,Minus1_LFQ,Minus2_LFQ,Minus3_LFQ,Plus1_LFQ,Plus2_LFQ,Plus3_LFQ,Minus1,Minus2,Minus3,Plus1,Plus2,Plus3
sp|P14923|PLAK_HUMAN,15864497.779566381,12185851.177240849,13583434.743063698,13361635.846231826,13124926.629202418,14946985.552830178,15117451.373034585,13374741.677137725,10450292.617138006,17735486.90503851,18005684.15576367,8383675.000022859
sp|Q567U6|CCD93_HUMAN,2519877.8058021674,2142393.798771305,2347269.6348734167,2061218.1707612132,2217360.321601056,2217781.1846422134,2498555.2705107564,1944408.9210583009,2177914.393900824,2671061.6473007174,2202489.534286206,2011471.1493945657
sp|Q6NYC1|JMJD6_HUMAN,2798043.766809984,2295486.211847234,2035485.9164577667,1921671.0820486846,2591629.254732998,2624644.697642404,5181551.165145798,3754303.5455143866,2303780.6016145786,815013.2461936079,1099153.2336982114,1113159.1373724919
sp|P49411|EFTU_HUMAN,208273553.86605632,218254763.70145407,234687931.23419937,222393737.8460259,222880030.43122303,295647882.75730747,189208853.66437528,238326091.43646502,292450880.9142824,286503728.8252408,135979910.4322541,259668434.56364876
sp|Q7KZF4|SND1_HUMAN,180355645.19252384,171531699.94222543,170950857.34176412,169296649.9499374,182114809.56541392,178819608.7081293,195375268.46220458,197111316.88354862,171705096.1720313,186436447.4361765,164762510.7532711,137678630.99276194
sp|Q9Y2W2|WBP11_HUMAN,14377064.758684156,14325289.405657828,15403591.708168352,14704251.557634,14579074.581376486,13304919.536465267,15034983.526838578,11787236.071357839,15222372.0128887,15303780.764409147,17493263.823847562,11852555.348644255
sp|P61421|VA0D1_HUMAN,10682441.235635221,12617355.386509284,11218840.76105838,11722994.824575277,10567826.298697082,13165513.80526541,14434945.13655357,3774179.382490604,16743168.223700812,16744448.945912201,14302028.34264076,3976202.2804427114
sp|P48739|PIPNB_HUMAN,18223055.667822264,21459089.121161543,18478547.55566762,18107957.244192958,19853002.14029095,20584137.307757504,21029705.87303674,21857714.59022203,20264946.625524677,18614266.854440723,12745239.22530292,22193915.86836575
sp|Q8IY37|DHX37_HUMAN,4132174.9047018765,3298437.7032002383,3528168.3407838717,3296369.8324701097,3268125.2280178093,4055465.115362264,3658342.643285754,1909196.9329199898,3661688.0483230837,3764794.3326447024,5603446.714239498,2981272.453123142
sp|P11498|PYC_HUMAN,4310757.821202317,5802976.905904635,6135805.7026683735,4513014.9588971585,4006667.4425717616,5319516.769325973,2624322.4138982417,7385763.146963146,5996417.3110169675,6013820.527679612,4053841.686382122,4014574.514630129
sp|P61803|DAD1_HUMAN,8408551.480797552,,,,7667840.721389562,,8408551.480797552,,,,7667840.721389561,
sp|P35237|SPB6_HUMAN,12026088.698176099,12879088.918963756,14188254.596527657,12606227.468703764,12026088.698176099,14579422.228733612,16049439.07030258,5973654.072640156,15411094.575762069,10739208.63139372,12122674.76351288,18009099.49566959
sp|Q9H2M9|RBGPR_HUMAN,5876395.223289438,6119489.778764864,6232977.062013326,5408970.28377349,5826119.124549565,5760424.236915666,6505728.551722797,6863492.521934319,7308899.945617215,4602461.002631195,4997278.91825755,4946514.769143274
sp|P09622|DLDH_HUMAN,32754774.410642948,29420612.797683842,29390556.828577984,30705122.13423309,30337987.63284407,29100550.560343865,39697357.39122718,34706914.20939132,33848661.97825153,28627724.96823123,29010232.977807008,15818712.839417541
sp|Q6YHK3|CD109_HUMAN,679970.3989472946,,560038.7015196435,,,622386.0556058415,380992.8779595988,,313794.18426310696,619023.7487452922,199855.88878180392,348728.4563229779
sp|Q5VZE5|NAA35_HUMAN,1544448.3068109297,1335225.3257142592,1542147.5864361231,1456065.0391849896,1124252.2287338686,,1664797.9330457344,1386102.4868493509,1749057.3666215376,328436.46893145563,1873744.2314320917,
sp|P61247|RS3A_HUMAN,86851404.74082929,87311061.99294154,89923833.43473399,53281050.103480875,52618172.88547201,170492882.51863065,59775611.26940906,127781360.03965153,78588945.86391495,116767112.0189782,77543059.33595414,80022317.14818043
sp|O43390|HNRPR_HUMAN,168546126.1187286,175691445.27464533,171464416.51761958,174212442.7480007,171639366.18528122,182004665.8899361,195333040.08183736,193728613.18440676,186491533.75579798,150748712.2300392,151008830.8309432,166247732.65118688
sp|P62241|RS8_HUMAN,88132197.99835566,289677893.3730944,30240566.285402387,156541280.79531053,77679248.81278738,40531601.08155559,138854769.8494868,184717925.70136347,25813959.07729709,172931980.5212878,133900084.65977335,26584068.53729732
sp|P62333|PRS10_HUMAN,103931982.78148387,102194836.31438057,100156690.02584867,93920933.159028,95769020.36686538,94346426.40912744,89515215.13590652,111732242.5433685,108428981.34826873,86371909.9104148,96310318.27486365,97961221.84391162
sp|P08865|RSSA_HUMAN,458680215.1801983,416243093.22023094,515265821.21575564,526692732.2127873,538869750.7048568,526406680.8333388,504357561.97381526,410654788.10565853,425721628.4653425,486858696.27550405,636862419.4300371,517703199.11681014
sp|Q09666|AHNK_HUMAN,693333987.7844715,697431206.8619642,682930365.826572,612210559.3330294,622194824.6662147,627887886.9512477,672353427.5602466,730036754.7972589,838552305.3871502,533577762.60390294,693659331.0422825,467809250.0326587
sp|Q53H82|LACB2_HUMAN,27678393.765150666,31816570.215246283,32137121.41340042,27371655.972870108,26162815.547437347,27454285.7242801,24391832.343434744,34274237.36252947,34089869.024911046,26629314.93611888,23490539.172237962,29745049.799152847
sp|Q9H074|PAIP1_HUMAN,12197951.945378264,11467910.699718203,12043754.612450004,14640608.166230954,11427325.673505172,11975189.7506819,9926047.149801001,14782512.537941206,15161709.102707855,12762945.691708632,9764512.119627295,11355014.246178493
sp|Q8N1G4|LRC47_HUMAN,11622426.162955847,12901913.051999005,11901223.374375932,10125203.29184305,11502432.820873773,12689103.07652635,7571365.137675647,8238462.3403454665,14181131.222567227,16027943.843654344,6320094.782494706,18403304.451836575
sp|Q15031|SYLM_HUMAN,2856341.135796065,2743734.5278530447,2293021.347210377,2038033.9464699423,1961973.1998996236,,5727954.640342939,1337485.7149526116,1886725.1247745473,993478.6480357139,1947460.0291232415,
sp|P08238|HS90B_HUMAN,1929212924.1299078,1919377386.1771545,1887116841.822707,1793322445.28494,1800685330.8867433,1928283358.5675795,1601142820.6869965,3165867575.6348467,2290441406.9671917,1325565727.3382137,625864288.1214287,2249116468.1203537
sp|Q8WUA4|TF3C2_HUMAN,2946702.8076002863,3306002.588677967,2527486.485046277,2598118.1038039373,2901810.936733055,3265565.0176407546,3400828.01315855,2163591.490248616,1654096.5251347965,2259811.9958100487,1899073.3888748868,6168284.52627538
sp|Q92888|ARHG1_HUMAN,10949680.128978394,11916898.602031669,10564714.279276645,12406982.814327544,11199879.583362544,12390201.173656568,14402904.991224794,12632432.4754707,9530747.855930928,14022851.074110858,11354212.888288314,7485207.296607767
sp|P50453|SPB9_HUMAN,20159262.60218214,22023646.074830994,21431779.232973106,19993902.92543407,24034028.544820316,23743761.72388215,26971682.46258384,18950822.049722925,25563236.217387557,17929456.695149504,25468283.970351804,16502899.708927155
sp|Q13045|FLII_HUMAN,32476726.577812538,32362539.444951985,32331872.969169717,32508611.44767301,30866806.144129954,31994391.172400575,28987926.71695321,31513935.780443683,36838736.403316885,30841728.121878874,34069068.39736426,30289552.336180903
sp|P31930|QCR1_HUMAN,64925562.70664881,57370242.23991657,61894696.54624567,59164117.38102367,68097559.78680211,67253906.93216656,63304425.312480375,70213825.3429307,61680987.31644477,47838166.12450616,82237780.75152256,53430900.744918905
sp|Q9NX62|IMPA3_HUMAN,4248614.287400394,3878470.5600916417,3993207.8493256345,4517872.036237262,5324815.748661173,4614162.8209251575,6802546.898943396,2668542.500833344,5884882.24408982,3022068.9376746467,5112624.076357359,3086478.6447426938
sp|Q9NSE4|SYIM_HUMAN,52771730.493741065,66596151.83282849,62478505.51125844,57469076.99214387,56317237.0716601,56047260.42825317,39480393.0401964,62633228.8624171,66726302.27818303,58713195.00125597,66990254.19502997,57136588.95280276
sp|P35580|MYH10_HUMAN,75314645.30253707,77949770.48864172,75534751.58595666,74976823.3194575,71397025.3107651,83686948.94992991,75586463.82284777,71162165.95208019,87856713.63248558,82532842.72089294,76619076.93749258,65102701.89148886
sp|P36871|PGM1_HUMAN,41294181.08773158,40112590.124026954,37046685.05100517,33121972.488090605,41402483.288004264,44564680.45519207,35634972.293846816,30454143.013405442,46328876.682358354,41228075.754536,49891160.79228553,34005363.957618475
sp|Q9UBT2|SAE2_HUMAN,64914499.07519056,61717721.18946597,60889587.80202689,61208108.81107431,55361660.92273913,58515868.79679343,74076036.93458022,58540899.97172886,84490434.18073013,30018680.220976703,53441818.30790396,62039576.98137039
sp|O60292|SI1L3_HUMAN,2540559.6914468696,3105709.3757144157,2983113.08952776,2851095.5546186855,3291418.001901707,3231776.399358047,3300260.1123279566,3078021.5629648175,3324223.308032786,1682314.294131364,4169742.9670262877,2449109.868084272
sp|P51812|KS6A3_HUMAN,19394821.36707859,19291001.586779762,18869754.947514642,17587629.587372642,17804132.788728632,17466462.244265955,18248564.533201575,18676593.788650338,18539956.4170808,18744208.545299716,19649279.669842303,16555199.567665495
sp|P62263|RS14_HUMAN,117092502.81355296,125684802.10675527,132946043.1035214,134596425.7328697,129180013.84782577,151100127.65021002,138051414.91808152,150489193.58442152,131451311.49976087,116163707.65383852,60066167.74247345,194378119.85615927
sp|Q709C8|VP13C_HUMAN,16166076.90016454,17168864.656975668,16892773.319218803,15267528.558055554,15858435.575892074,15337759.045800867,18869334.822876003,12812335.550947592,22777937.193496138,19244245.98818832,13792417.840043211,9195166.660556242
sp|Q7Z6B7|SRGP1_HUMAN,1182235.052525863,1507989.818419009,1480762.2906588619,1468126.3712122878,1201117.3370657135,1046992.1694455217,1453922.3815143618,1960332.184982291,1742626.2493359144,720422.2341214718,589396.7117883647,1420523.2775848538
sp|Q86UU0|BCL9L_HUMAN,6060636.737176203,9561532.920412924,9357509.894296743,,,5632476.074965275,8007793.705841621,10463909.68033419,11023540.059184186,,,1116912.181491146
sp|Q14692|BMS1_HUMAN,7934157.51262784,8097395.665200049,7650921.136556893,6792686.2007622365,7085458.505087811,7799318.607328365,7504523.718815022,6578270.861374522,10622924.115096541,5896599.059535953,7837523.256292071,6920096.616449079
sp|Q53F19|NCBP3_HUMAN,2187507.732870662,2263984.0139458897,2079829.0153845206,,2410703.383068231,2596778.685536439,3722209.7873940496,3381508.3418843555,1211242.2422490488,307604.16440862947,1403936.9942460414,1512301.3006236185
sp|P49959|MRE11_HUMAN,11469939.205766102,9408034.993527278,9657353.75368424,9600650.394409189,9957974.67602992,11143677.703868106,8007535.4324284,11483032.866438933,9232761.01960939,6978966.2979911845,13424938.619658843,12110396.491158083
sp|Q9Y4E8|UBP15_HUMAN,8048182.239475374,9040003.72249339,8640419.602748036,7642551.338648605,7613247.71438885,8127166.284469088,7543152.052339675,6125394.235773172,12407900.919434393,8942389.497766227,8257692.925687768,5835041.271222113
sp|Q9UHD8|SEPT9_HUMAN,87454213.05386706,101393541.91754118,96718284.10567759,83570410.8644262,83015357.03693959,86039946.78765914,92009165.43094447,79174799.57361189,115349576.16086313,67798603.00204897,79419081.40370828,104440528.1949341
sp|O43493|TGON2_HUMAN,13353863.133285722,12969029.003705867,12817042.295841943,12934240.121682469,11672902.298224945,12324934.380609285,20567965.626698803,10001190.311290868,13476966.976422433,10728548.740611648,13004879.806207396,8292459.772119092
sp|P84090|ERH_HUMAN,31688281.57263538,31484878.687176406,33417284.647459313,35707313.765448384,31835246.35867931,33083653.498791408,39164701.84806807,37404338.755245775,38798853.57215293,29044076.94724228,25894617.22768225,26910070.179798856
sp|Q7Z417|NUFP2_HUMAN,34697494.866174825,39047372.16246922,37977996.74338584,33420667.221914064,34552158.636195876,34248037.319174014,38114143.54388525,38555941.78641147,34324909.557362966,35009013.70231881,31855963.819970846,36083754.53936449
sp|Q9H9B1|EHMT1_HUMAN,1010404.4375801982,931665.7403833081,,906828.7338424869,,975715.1609515322,1386245.634652198,807240.9802167267,,785719.8393077807,,845407.6185808196
sp|Q9BZE4|GTPB4_HUMAN,17648433.70387848,18538794.803707752,17768247.858417597,16337648.025488539,15688504.557719335,18327931.003710974,20447515.42213928,11026903.074465616,22578831.274959832,16366592.522340152,18400818.049040966,15488899.609976836
sp|Q92542|NICA_HUMAN,5176532.588421079,4864322.894980213,5393802.670188736,3973559.809761422,,3530928.900198596,8944053.33199245,3073574.531316723,7778581.554321997,1303085.90457019,,1839851.5413486836
sp|Q13263|TIF1B_HUMAN,93966799.16350996,93908994.82354042,106949728.81077968,95090291.54423392,97925006.38834204,107161788.3842805,99915902.03474112,142667289.0046422,88400064.02859953,39967089.25382851,97873737.14501685,126178527.64785835
sp|O60306|AQR_HUMAN,3654512.4100322207,3716269.6416140553,2913036.401766722,3356862.1342671914,3373462.6354874414,3662328.995688901,4383934.586813694,2929515.2169336425,2280961.063504388,3738016.6429557153,5692033.566113347,1652011.1425357445
sp|P08243|ASNS_HUMAN,28706892.958131507,26026400.419215288,22573011.305021744,24838053.28903035,27143241.48047141,25577788.83891737,25505314.27415131,39700843.96951882,19947505.644625597,18827026.607205816,25380813.84829081,25503883.94699533
sp|P28838|AMPL_HUMAN,36649682.091415055,34383004.16078403,35769039.74745436,42214446.37777356,38170744.2301029,34575560.182452686,54374741.12362665,31402014.416792568,30988126.723158833,37189640.470665835,36059071.92260863,31748882.133130006
sp|P40939|ECHA_HUMAN,62933617.32737262,64420711.12878702,74911075.24796264,72813710.79593912,76506592.38765469,66776277.12811781,46640425.131330945,87850318.31784025,85694660.14362848,67713663.97508834,60873406.60345027,69589509.8444955
sp|Q969G3|SMCE1_HUMAN,13643666.858036088,12688852.692371199,12392363.766456183,12280915.832309112,11837498.419576263,11172463.503649399,10729788.691155558,13438545.511837617,8852551.18518579,14333355.924042147,13983355.467733787,12678164.292443344
sp|O95081|AGFG2_HUMAN,3983107.7412654366,3142457.9530725973,4012481.378535056,2669772.3573487094,3370743.2438246617,5000457.663925019,2833149.864648157,3787412.11855572,4683111.519924479,3307668.655758036,4010896.7625439577,3556781.416541132
sp|Q16512|PKN1_HUMAN,2290007.547547997,2621601.76792372,1795298.9000687066,1819156.02889685,1944812.943605812,2803262.183658967,2308164.576708873,3404371.12749633,994259.8342362812,1826334.5790554686,1940218.1767217787,2800791.077483322
sp|Q02952|AKA12_HUMAN,144278933.7675724,142150973.04342934,136693421.64529496,124616997.64165124,132235521.38276492,127006617.60766715,123644324.19488603,138698011.10179546,128500337.99652049,142537174.66012427,146412388.69697013,127190228.43808365
sp|P05787|K2C8_HUMAN,2945867818.368355,3010685502.0096784,2979355801.2413454,2942938332.767896,3110876576.790008,3220390387.3020945,1171668454.176684,5468953725.477646,1597534960.4897761,5124452684.717314,2990947549.8754973,1856557043.7424617
sp|O95340|PAPS2_HUMAN,5141751.712141495,6228252.226100518,6123298.203134096,4870226.672999548,4703125.506625631,6014330.930108385,3422204.671177702,9277431.507750565,2428459.8695992557,5431493.815090127,7313624.538077211,5207770.849414806
sp|P56182|RRP1_HUMAN,7940328.196391782,11117817.034746857,9562374.177323129,8168417.009660777,9072202.93272276,9355725.210140178,7053992.226716714,12521726.67112219,9855991.910911668,8223377.467851205,9285556.48877267,8276219.795611036
sp|P21333|FLNA_HUMAN,1864748883.8539584,1727127369.4693475,1793446961.9893782,1810076066.1498928,1757562438.3457634,1733524212.9848971,2072529861.3634775,1699221810.3646822,1946642903.5488558,1871892030.074833,1440385273.7751207,1655814053.6662686
sp|Q66PJ3|AR6P4_HUMAN,5248041.402338973,,5745133.010458486,,5522666.7088450175,,5248041.285784473,,5745132.882864008,,5522666.952993995,
sp|Q96RE7|NACC1_HUMAN,2236217.4009347297,2621275.170644004,2600377.3536687572,1893495.018067356,1939867.573938654,1925375.4783368555,3032084.072471887,3077300.8923001583,1968793.4922021467,1422170.671296716,2258521.651781968,1457737.2155374784
sp|P07355|ANXA2_HUMAN,1349873111.7608094,1447207999.6009645,1427781132.9794135,1339268326.718855,1350551721.4748929,1369958917.012209,2414524632.5416646,1525879767.768873,1479972361.9035587,723821492.7012085,995833497.3013504,1144609457.3304887
